wupin	ipa
tshoe dou jiau	ʦʰø dəu ʥiæ
tshoe pan	ʦʰø pã
tshoe pan40	ʦʰø pã4
tshoe teq	ʦʰø təʔ
tshoe teq40	ʦʰø təʔ4
tshoe ye sie	ʦʰø ɦiɪ siɪ
tshoe1	ʦʰø44
tshoe3	ʦʰø51
tshoe44 thaon44	ʦʰø44 tʰɑ̃44
tshoe5	ʦʰø523
tshoe523	ʦʰø523
tshoh55bo52	?
tshon	ʦʰoŋ
tshon deu	ʦʰoŋ døʏ
tshon kuoe daon	ʦʰoŋ kuø dɑ̃
tshon ngaq koq440	ʦʰoŋ ŋɑʔ koʔ44
tshon seu	ʦʰoŋ søʏ
tshon tsyu yeu ngeq pin	ʦʰoŋ ʦʮ ɦiʏ ŋəʔ pin
tshon yeu pin	ʦʰoŋ ɦiʏ pin
tshon1	ʦʰoŋ44
tshon3	ʦʰoŋ51
tshon5	ʦʰoŋ523
tshon51	ʦʰoŋ51
tshoq bo	ʦʰoʔ bo
tshoq chi	ʦʰoʔ ʨʰi
tshoq chian4[23]	ʦʰoʔ ʨʰiã23
tshoq iau ta	ʦʰoʔ iæ tɑ
tshoq khaeq	ʦʰoʔ kʰaʔ
tshoq koq baon	ʦʰoʔ koʔ bɑ̃
tshoq me deu	ʦʰoʔ mᴇ døʏ
tshoq n toq5[51]0 gnian223	ʦʰoʔ n toʔ51 ȵiã223
tshoq piq ciaq	ʦʰoʔ piəʔ ʨiɑʔ
tshoq sin cin4[23]0	ʦʰoʔ sin ʨin23
tshoq taon hou4[23]0	ʦʰoʔ tɑ̃ xəu23
tshoq tsi23	ʦʰoʔ ʦi23
tshoq43	ʦʰoʔ43
tshoq7	ʦʰoʔ43
tshou	ʦʰəu
tshou deu cin440	ʦʰəu døʏ ʨin44
tshou deu laon	ʦʰəu døʏ lɑ̃
tshou gni	ʦʰəu ȵi
tshou iq	ʦʰəu iəʔ
tshou kuaon thaon440	ʦʰəu kuɑ̃ tʰɑ̃44
tshou lian	ʦʰəu liã
tshou se	ʦʰəu sᴇ
tshou tsheq	ʦʰəu ʦʰəʔ
tshou tshin	ʦʰəu ʦʰin
tshou voq	ʦʰəu voʔ
tshou ye40	ʦʰəu ɦiɪ4
tshou zeq40	ʦʰəu zəʔ4
tshou1	ʦʰəu44
tshou44	ʦʰəu44
tshou5	ʦʰəu523
tshy aeh	ʦʰɿ aʔ
tshy ci	ʦʰɿ ʨi
tshy ci ghoq lon	ʦʰɿ ʨi ɦoʔ loŋ
tshy ci ghoq lon4440	ʦʰɿ ʨi ɦoʔ loŋ444
tshy fe40	ʦʰɿ fᴇ4
tshy gnieu40	ʦʰɿ ȵiʏ4
tshy keu	ʦʰɿ køʏ
tshy lau hou	ʦʰɿ læ xəu
tshy mau	ʦʰɿ mæ
tshy mau doe	ʦʰɿ mæ dø
tshy mau doe440	ʦʰɿ mæ dø44
tshy mau zon	ʦʰɿ mæ zoŋ
tshy mo40	ʦʰɿ mo4
tshy sou	ʦʰɿ səu
tshy thon tshy thon4440	ʦʰɿ tʰoŋ ʦʰɿ tʰoŋ444
tshy ve doe440	ʦʰɿ vᴇ dø44
tshy ve40	ʦʰɿ vᴇ4
tshy wa	ʦʰɿ ɦuɑ
tshy1	ʦʰɿ44
tshy3	ʦʰɿ51
tshy5	ʦʰɿ523
tshy523	ʦʰɿ523
tshyu bi zau phau	ʦʰʮ bi zæ pʰæ
tshyu deu kua nau4440	ʦʰʮ døʏ kuɑ næ444
tshyu fon	ʦʰʮ foŋ
tshyu fon lian	ʦʰʮ foŋ liã
tshyu gnieu pi	ʦʰʮ ȵiʏ pi
tshyu gnieu se440	ʦʰʮ ȵiʏ sᴇ44
tshyu in	ʦʰʮ in
tshyu syu	ʦʰʮ sʮ
tshyu tsy	ʦʰʮ ʦɿ
tshyu1	ʦʰʮ44
tshyu3	ʦʰʮ51
tshyu5	ʦʰʮ523
tsi ciaq fon440	ʦi ʨiɑʔ foŋ44
tsi doe nga	ʦi dø ŋɑ
tsi doe tsyu440	ʦi dø ʦʮ44
tsi gniq40	ʦi ȵiəʔ4
tsi ho lo440	ʦi xo lo44
tsi kon weq veq	ʦi koŋ ɦuəʔ vəʔ
tsi leu	ʦi løʏ
tsi me	ʦi mᴇ
tsi me dau li[52]340	ʦi mᴇ dæ li52
tsi me lian ka deu	ʦi mᴇ liã kɑ døʏ
tsi mie40	ʦi miɪ4
tsi ng[52]3	ʦi ŋ52
tsi seu40	ʦi søʏ4
tsi tsau40	ʦi ʦæ4
tsi tshe	ʦi ʦʰᴇ
tsi ven	ʦi vən
tsi1	ʦi44
tsi3	ʦi51
tsi5	ʦi523
tsia fu[52]3	ʦiɑ fu52
tsia tsia[52]3	ʦiɑ ʦiɑ52
tsia1	ʦiɑ44
tsia3	ʦiɑ51
tsia5	ʦiɑ523
tsian aeq	ʦiã aʔ
tsian ci	ʦiã ʨi
tsian cian	ʦiã ʨiã
tsian ghou de	ʦiã ɦəu dᴇ
tsian gnioq40	ʦiã ȵioʔ4
tsian kaon	ʦiã kɑ̃
tsian kaon laon deu	ʦiã kɑ̃ lɑ̃ døʏ
tsian ko	ʦiã ko
tsian lau boq	ʦiã læ boʔ
tsian le chiq	ʦiã lᴇ ʨʰiəʔ
tsian pe	ʦiã pᴇ
tsian saeq tse	ʦiã saʔ ʦᴇ
tsian tshe	ʦiã ʦʰᴇ
tsian tsyu gnioq	ʦiã ʦʮ ȵioʔ
tsian waon ko	ʦiã ɦuɑ̃ ko
tsian yeu40	ʦiã ɦiʏ4
tsian yoe	ʦiã ɦiø
tsian zyu vu	ʦiã zʮ vu
tsian1	ʦiã44
tsian3	ʦiã51
tsian44	ʦiã44
tsian5	ʦiã523
tsian51	ʦiã51
tsiaq tsy pe5[523]	ʦiɑʔ ʦɿ pᴇ523
tsiaq7	ʦiɑʔ43
tsiau ye	ʦiæ ɦiɪ
tsiau ye ghou dau	ʦiæ ɦiɪ ɦəu dæ
tsiau1	ʦiæ44
tsiau5	ʦiæ523
tsie deu40	ʦiɪ døʏ4
tsie gnie deu440	ʦiɪ ȵiɪ døʏ44
tsie phi kou440	ʦiɪ pʰi kəu44
tsie sin44	ʦiɪ sin44
tsie syu	ʦiɪ sʮ
tsie tau se	ʦiɪ tæ sᴇ
tsie tau[52]3	ʦiɪ tæ52
tsie tshy	ʦiɪ ʦʰɿ
tsie tsie zaon lou4440	ʦiɪ ʦiɪ zɑ̃ ləu444
tsie tsiq khaeq	ʦiɪ ʦiəʔ kʰaʔ
tsie zi ta	ʦiɪ zi tɑ
tsie1	ʦiɪ44
tsie3	ʦiɪ51
tsie44	ʦiɪ44
tsie44 yaq[23]	ʦiɪ44 ɦiɑʔ23
tsie5	ʦiɪ523
tsie51 tsiq khaeq tsy440	ʦiɪ51 ʦiəʔ kʰaʔ ʦɿ44
tsie523	ʦiɪ523
tsih lin tsy	ʦiəʔ lin ʦɿ
tsin deu	ʦin døʏ
tsin gnian[52]1	ʦin ȵiã52
tsin le chioe	ʦin lᴇ ʨʰiø
tsin li	ʦin li
tsin li shian	ʦin li ɕiã
tsin men	ʦin mən
tsin sen	ʦin sən
tsin syu	ʦin sʮ
tsin tsan	ʦin ʦã
tsin tson	ʦin ʦoŋ
tsin zan	ʦin zã
tsin zaq	ʦin zɑʔ
tsin zen[52]3	ʦin zən52
tsin zon	ʦin zoŋ
tsin1	ʦin44
tsin3	ʦin51
tsin5	ʦin523
tsin51	ʦin51
tsin523	ʦin523
tsiq deu in	ʦiəʔ døʏ in
tsiq deu tsy4[23]0	ʦiəʔ døʏ ʦɿ23
tsiq deu4[23]	ʦiəʔ døʏ23
tsiq khaeq tsy440	ʦiəʔ kʰaʔ ʦɿ44
tsiq khaeq von	ʦiəʔ kʰaʔ voŋ
tsiq khaeq44	ʦiəʔ kʰaʔ44
tsiq li gnioq5[52]3	ʦiəʔ li ȵioʔ52
tsiq lon	ʦiəʔ loŋ
tsiq moq44	ʦiəʔ moʔ44
tsiq san	ʦiəʔ sã
tsiq san4[23]	ʦiəʔ sã23
tsiq tsau	ʦiəʔ ʦæ
tsiq zeq	ʦiəʔ zəʔ
tsiq7	ʦiəʔ43
tso faon feq tou4440	ʦo fɑ̃ fəʔ təu444
tso feq tou440	ʦo fəʔ təu44
tso kau	ʦo kæ
tso koq tsyu[52]30	ʦo koʔ ʦʮ52
tso pie ng	ʦo piɪ ŋ
tso se	ʦo sᴇ
tso si5[51]	ʦo si51
tso tshe gnioq sy thaon	ʦo ʦʰᴇ ȵioʔ sɿ tʰɑ̃
tso zaq40	ʦo zɑʔ4
tso zoe	ʦo zø
tso1	ʦo44
tso44 syu gnin nge440	ʦo44 sʮ ȵin ŋᴇ44
tso5	ʦo523
tsoe deu lou	ʦø døʏ ləu
tsoe deu40	ʦø døʏ4
tsoe faon	ʦø fɑ̃
tsoe ghoq	ʦø ɦoʔ
tsoe i	ʦø i
tsoe ka	ʦø kɑ
tsoe le tse	ʦø lᴇ ʦᴇ
tsoe le[52]3	ʦø lᴇ52
tsoe phe40	ʦø pʰᴇ4
tsoe te	ʦø tᴇ
tsoe tsan tsyu phiau	ʦø ʦã ʦʮ pʰiæ
tsoe tsoe	ʦø ʦø
tsoe zan	ʦø zã
tsoe1	ʦø44
tsoe3	ʦø51
tsoe44	ʦø44
tsoe5	ʦø523
tsoe51	ʦø51
tsoh ci	ʦoʔ ʨi
tsoh ghaon	ʦoʔ ɦɑ̃
tsoh leu	ʦoʔ løʏ
tsoh ng	ʦoʔ ŋ
tsoh tie	ʦoʔ tiɪ
tsoh tshen	ʦoʔ ʦʰən
tsoh yh tshin	ʦoʔ ɦiəʔ ʦʰin
tsoh43	ʦoʔ43
tson bin tshie	ʦoŋ bin ʦʰiɪ
tson boe	ʦoŋ bø
tson die gnin	ʦoŋ diɪ ȵin
tson die40	ʦoŋ diɪ4
tson fon	ʦoŋ foŋ
tson gheu	ʦoŋ ɦøʏ
tson ghoq	ʦoŋ ɦoʔ
tson gnin	ʦoŋ ȵin
tson gnin die	ʦoŋ ȵin diɪ
tson gnioe	ʦoŋ ȵiø
tson ho	ʦoŋ xo
tson i	ʦoŋ i
tson ian	ʦoŋ iã
tson iau fon	ʦoŋ iæ foŋ
tson jioq	ʦoŋ ʥioʔ
tson ke40	ʦoŋ kᴇ4
tson laon khua440	ʦoŋ lɑ̃ kʰuɑ44
tson laon shian	ʦoŋ lɑ̃ ɕiã
tson leu	ʦoŋ løʏ
tson li	ʦoŋ li
tson loan40	ʦoŋ lɑ̃4
tson maq	ʦoŋ mɑʔ
tson san	ʦoŋ sã
tson syu	ʦoŋ sʮ
tson tseu sin li	ʦoŋ ʦøʏ sin li
tson tshe	ʦoŋ ʦʰᴇ
tson tsheu tsiq440	ʦoŋ ʦʰøʏ ʦiəʔ44
tson tsoe	ʦoŋ ʦø
tson tsy	ʦoŋ ʦɿ
tson tsy daon440	ʦoŋ ʦɿ dɑ̃44
tson ve	ʦoŋ vᴇ
tson voq	ʦoŋ voʔ
tson yeu ci ghaon	ʦoŋ ɦiʏ ʨi ɦɑ̃
tson zen	ʦoŋ zən
tson zin	ʦoŋ zin
tson zyu	ʦoŋ zʮ
tson1	ʦoŋ44
tson3	ʦoŋ51
tson44	ʦoŋ44
tson5	ʦoŋ523
tson51 gnieu deu23	ʦoŋ51 ȵiʏ døʏ23
tson523	ʦoŋ523
tsoq	ʦoʔ
tsoq bi	ʦoʔ bi
tsoq dau	ʦoʔ dæ
tsoq de pe4[23]0	ʦoʔ dᴇ pᴇ23
tsoq deu4[23]	ʦoʔ døʏ23
tsoq in thaon	ʦoʔ in tʰɑ̃
tsoq kan	ʦoʔ kã
tsoq kau yu4[23]0	ʦoʔ kæ ɦy23
tsoq keu ciq	ʦoʔ køʏ ʨiəʔ
tsoq keu sy	ʦoʔ køʏ sɿ
tsoq khoq gniq syu bin	ʦoʔ kʰoʔ ȵiəʔ sʮ bin
tsoq lan	ʦoʔ lã
tsoq lan tshy5[51]0	ʦoʔ lã ʦʰɿ51
tsoq li deu	ʦoʔ li døʏ
tsoq li deu4[23]0	ʦoʔ li døʏ23
tsoq liau	ʦoʔ liæ
tsoq man man	ʦoʔ mã mã
tsoq maq	ʦoʔ mɑʔ
tsoq pie	ʦoʔ piɪ
tsoq sa5[523]	ʦoʔ sɑ523
tsoq sau	ʦoʔ sæ
tsoq se	ʦoʔ sᴇ
tsoq shin	ʦoʔ ɕin
tsoq shin dau4[23]0	ʦoʔ ɕin dæ23
tsoq sian	ʦoʔ siã
tsoq soe	ʦoʔ sø
tsoq sy sau tseu	ʦoʔ sɿ sæ ʦøʏ
tsoq sy zian men	ʦoʔ sɿ ziã mən
tsoq tau	ʦoʔ tæ
tsoq thaeq44	ʦoʔ tʰaʔ44
tsoq thiq tsy440	ʦoʔ tʰiəʔ ʦɿ44
tsoq tsen tsy5[52]1 hou kuaon[52]3	ʦoʔ ʦən ʦɿ52 xəu kuɑ̃52
tsoq tshau	ʦoʔ ʦʰæ
tsoq ven	ʦoʔ vən
tsoq ven bu4[23]0	ʦoʔ vən bu23
tsoq we4[23]	ʦoʔ ɦuᴇ23
tsoq yiq	ʦoʔ ɦiəʔ
tsoq zen	ʦoʔ zən
tsoq zyu4[23]	ʦoʔ zʮ23
tsoq43	ʦoʔ43
tsoq7	ʦoʔ43
tsoq[43] si ha[52]3	ʦoʔ43 si xɑ52
tsoq[43] za223	ʦoʔ43 zɑ223
tsou deu faeh	ʦəu døʏ faʔ
tsou doe tsy	ʦəu dø ʦɿ
tsou don40	ʦəu doŋ4
tsou ghou	ʦəu ɦəu
tsou gnin ka	ʦəu ȵin kɑ
tsou ian die	ʦəu iã diɪ
tsou khaq gnin	ʦəu kʰɑʔ ȵin
tsou kon	ʦəu koŋ
tsou me gnin	ʦəu mᴇ ȵin
tsou mi	ʦəu mi
tsou mi nge	ʦəu mi ŋᴇ
tsou mie40	ʦəu miɪ4
tsou mih	ʦəu miəʔ
tsou moe ngeq	ʦəu mø ŋəʔ
tsou mon	ʦəu moŋ
tsou nge	ʦəu ŋᴇ
tsou pan tsy	ʦəu pã ʦɿ
tsou san gniq	ʦəu sã ȵiəʔ
tsou san i	ʦəu sã i
tsou san weq440	ʦəu sã ɦuəʔ44
tsou saon	ʦəu sɑ̃
tsou se tsau	ʦəu sᴇ ʦæ
tsou seu ciaq	ʦəu søʏ ʨiɑʔ
tsou seu gni geq	ʦəu søʏ ȵi gəʔ
tsou so m440	ʦəu so m44
tsou sou40	ʦəu səu4
tsou tsaon	ʦəu ʦɑ̃
tsou tshin	ʦəu ʦʰin
tsou tsoq	ʦəu ʦoʔ
tsou tsoq ven	ʦəu ʦoʔ vən
tsou vaon tsy	ʦəu vɑ̃ ʦɿ
tsou zan	ʦəu zã
tsou1	ʦəu44
tsou3	ʦəu51
tsou5	ʦəu523
tsou51 i zaon40	ʦəu51 i zɑ̃4
tsou51 zy thi23	ʦəu51 zɿ tʰi23
tsou52 dau zan23	ʦəu52 dæ zã23
tsou52 siau san i keq[52]340	ʦəu52 siæ sã i kəʔ52
tsou52 tshiq[43]	ʦəu52 ʦʰiəʔ43
tsou52 zeu231	ʦəu52 zøʏ231
tsy cin	ʦɿ ʨin
tsy den	ʦɿ dən
tsy deu tie	ʦɿ døʏ tiɪ
tsy ghau	ʦɿ ɦæ
tsy in pu yan	ʦɿ in pu ɦiã
tsy lou le	ʦɿ ləu lᴇ
tsy sen tin	ʦɿ sən tin
tsy syu40	ʦɿ sʮ4
tsy tin[52]3	ʦɿ tin52
tsy tsaeh tie	ʦɿ ʦaʔ tiɪ
tsy tsaeq[52]3	ʦɿ ʦaʔ52
tsy tshau yiq	ʦɿ ʦʰæ ɦiəʔ
tsy tshe thaon	ʦɿ ʦʰᴇ tʰɑ̃
tsy tsheq[52]3	ʦɿ ʦʰəʔ52
tsy tsheu yin[52]30	ʦɿ ʦʰøʏ ɦin52
tsy tsian ghon	ʦɿ ʦiã ɦoŋ
tsy tsoe	ʦɿ ʦø
tsy tsoe40	ʦɿ ʦø4
tsy tsyu ho	ʦɿ ʦʮ xo
tsy yun in	ʦɿ ɦyn in
tsy1	ʦɿ44
tsy3	ʦɿ51
tsy44	ʦɿ44
tsy5	ʦɿ523
tsy51	ʦɿ51
tsyu ciaq tsau	ʦʮ ʨiɑʔ ʦæ
tsyu deu gnioq	ʦʮ døʏ ȵioʔ
tsyu deu se440	ʦʮ døʏ sᴇ44
tsyu ghaon	ʦʮ ɦɑ̃
tsyu gho40	ʦʮ ɦo4
tsyu ghon	ʦʮ ɦoŋ
tsyu gni po	ʦʮ ȵi po
tsyu gni tou	ʦʮ ȵi təu
tsyu gnin tsiq deu	ʦʮ ȵin ʦiəʔ døʏ
tsyu ho ya mi4440	ʦʮ xo ɦiɑ mi444
tsyu jioe40	ʦʮ ʥiø4
tsyu kan lau dou5[23]40	ʦʮ kã læ dəu23
tsyu kaon[52]3	ʦʮ kɑ̃52
tsyu keu hue440	ʦʮ køʏ xuᴇ44
tsyu keu tsheu	ʦʮ køʏ ʦʰøʏ
tsyu khaq	ʦʮ kʰɑʔ
tsyu kheq	ʦʮ kʰəʔ
tsyu khou hue	ʦʮ kʰəu xuᴇ
tsyu koe ghon	ʦʮ kø ɦoŋ
tsyu koe40	ʦʮ kø4
tsyu koe[52]3	ʦʮ kø52
tsyu kua[52]3	ʦʮ kuɑ52
tsyu laon40	ʦʮ lɑ̃4
tsyu lau boq440	ʦʮ læ boʔ44
tsyu li	ʦʮ li
tsyu li m peq mi dau	ʦʮ li m pəʔ mi dæ
tsyu li shian	ʦʮ li ɕiã
tsyu liau khoh	ʦʮ liæ kʰoʔ
tsyu liau40	ʦʮ liæ4
tsyu lo	ʦʮ lo
tsyu lo lo	ʦʮ lo lo
tsyu lo lo440	ʦʮ lo lo44
tsyu lou40	ʦʮ ləu4
tsyu mau	ʦʮ mæ
tsyu min lon	ʦʮ min loŋ
tsyu mo	ʦʮ mo
tsyu mo daon	ʦʮ mo dɑ̃
tsyu mo ji	ʦʮ mo ʥi
tsyu mo shian tsiau	ʦʮ mo ɕiã ʦiæ
tsyu nga	ʦʮ ŋɑ
tsyu nga tshy	ʦʮ ŋɑ ʦʰɿ
tsyu phiau	ʦʮ pʰiæ
tsyu shiuq	ʦʮ ɕyəʔ
tsyu soe40	ʦʮ sø4
tsyu te	ʦʮ tᴇ
tsyu tie tshoq se[52]340	ʦʮ tiɪ ʦʰoʔ sᴇ52
tsyu tsan	ʦʮ ʦã
tsyu tsan khe	ʦʮ ʦã kʰᴇ
tsyu tsheu	ʦʮ ʦʰøʏ
tsyu tshin40	ʦʮ ʦʰin4
tsyu tsho	ʦʮ ʦʰo
tsyu tson	ʦʮ ʦoŋ
tsyu tsy	ʦʮ ʦɿ
tsyu yeu gnie kau4440	ʦʮ ɦiʏ ȵiɪ kæ444
tsyu yeu40	ʦʮ ɦiʏ4
tsyu yoe kuoe	ʦʮ ɦiø kuø
tsyu zen	ʦʮ zən
tsyu zeq	ʦʮ zəʔ
tsyu zeq peq	ʦʮ zəʔ pəʔ
tsyu zoe	ʦʮ zø
tsyu zon	ʦʮ zoŋ
tsyu1	ʦʮ44
tsyu3	ʦʮ51
tsyu44	ʦʮ44
tsyu5	ʦʮ523
tsyu51	ʦʮ51
tsyu523	ʦʮ523
ua theq tse	uɑ tʰəʔ ʦᴇ
ua1	uɑ44
ua5	uɑ523
ua523	uɑ523
ua7	uɑ43
uaeq beq deu	uaʔ bəʔ døʏ
uaeq ciaq o	uaʔ ʨiɑʔ o
uaeq gni5[523]	uaʔ ȵi523
uaeq ho	uaʔ xo
uaeq khaeq44	uaʔ kʰaʔ44
uaeq khon sin sy	uaʔ kʰoŋ sin sɿ
uaeq7	uaʔ43
uan te	uã tᴇ
uan1	uã44
uaon	uɑ̃
uaon gnie40	uɑ̃ ȵiɪ4
uaon le tsan	uɑ̃ lᴇ ʦã
uaon1	uɑ̃44
uaon3	uɑ̃51
uaon5	uɑ̃523
ue ciaq40	uᴇ ʨiɑʔ4
ue keq	uᴇ kəʔ
ue keq40	uᴇ kəʔ4
ue lie	uᴇ liɪ
ue shiq	uᴇ ɕiəʔ
ue syu40	uᴇ sʮ4
ue taeq	uᴇ taʔ
ue te	uᴇ tᴇ
ue tie40	uᴇ tiɪ4
ue tsau mau440	uᴇ ʦæ mæ44
ue tse	uᴇ ʦᴇ
ue tsoe iau	uᴇ ʦø iæ
ue zan	uᴇ zã
ue zan40	uᴇ zã4
ue zeq deu440	uᴇ zəʔ døʏ44
ue zoe	uᴇ zø
ue1	uᴇ44
ue3	uᴇ51
ue44	uᴇ44
ue5	uᴇ523
ue51	uᴇ51
uen bin	uən bin
uen kuoe	uən kuø
uen syu	uən sʮ
uen then	uən tʰən
uen then syu	uən tʰən sʮ
uen tsian ciun	uən ʦiã ʨyn
uen tsoq[52]3	uən ʦoʔ52
uen zie	uən ziɪ
uen1	uən44
uen3	uən51
uen5	uən523
ueq er4[23]	uəʔ əl23
ueq li	uəʔ li
ueq seq	uəʔ səʔ
ueq seq44	uəʔ səʔ44
ueq7	uəʔ43
uoe ti deu[52]30	uø ti døʏ52
uoe ti dou	uø ti dəu
uoe tie	uø tiɪ
uoe tsaq	uø ʦɑʔ
uoe tse ka san[52]340	uø ʦᴇ kɑ sã52
uoe zyu	uø zʮ
uoe3	uø51
uoe5	uø523
uoe51	uø51
vaeq khuoe	vaʔ kʰuø
vaeq ngoq tsy340	vaʔ ŋoʔ ʦɿ34
vaeq yeu tshie	vaʔ ɦiʏ ʦʰiɪ
vaeq23	vaʔ23
vaeq8	vaʔ23
vaon chi	vɑ̃ ʨʰi
vaon die	vɑ̃ diɪ
vaon ke23	vɑ̃ kᴇ23
vaon li	vɑ̃ li
vaon li shian	vɑ̃ li ɕiã
vaon ton	vɑ̃ toŋ
vaon tsy pe gheu	vɑ̃ ʦɿ pᴇ ɦøʏ
vaon tsy23	vɑ̃ ʦɿ23
vaon2	vɑ̃223
vaon223	vɑ̃223
vaon6	vɑ̃231
ve doe nge	vᴇ dø ŋᴇ
ve don23	vᴇ doŋ23
ve faeq	vᴇ faʔ
ve gnie tshin	vᴇ ȵiɪ ʦʰin
ve gnin	vᴇ ȵin
ve kaeq san	vᴇ kaʔ sã
ve khou tsiau tse	vᴇ kʰəu ʦiæ ʦᴇ
ve kuoe	vᴇ kuø
ve lou	vᴇ ləu
ve mi soe	vᴇ mi sø
ve mi soe231	vᴇ mi sø231
ve phau tsoq230	vᴇ pʰæ ʦoʔ23
ve po	vᴇ po
ve po khue230	vᴇ po kʰuᴇ23
ve pu zaon	vᴇ pu zɑ̃
ve pu23	vᴇ pu23
ve sau ci	vᴇ sæ ʨi
ve sau ci230	vᴇ sæ ʨi23
ve seu tse	vᴇ søʏ ʦᴇ
ve shieu	vᴇ ɕiʏ
ve sy vu230	vᴇ sɿ vu23
ve theu tse	vᴇ tʰøʏ ʦᴇ
ve tie23	vᴇ tiɪ23
ve tsaon in	vᴇ ʦɑ̃ in
ve uoe23	vᴇ uø23
ve ve feq khou i	vᴇ vᴇ fəʔ kʰəu i
ve ven tsyu iq	vᴇ vən ʦʮ iəʔ
ve zeu cioq	vᴇ zøʏ ʨioʔ
ve zeu[23]1	vᴇ zøʏ23
ve zy lin	vᴇ zɿ lin
ve zyu	vᴇ zʮ
ve zyu23	vᴇ zʮ23
ve2	vᴇ223
ve223	vᴇ223
ve231	vᴇ231
ve231 sau hau tseq440	vᴇ231 sæ xæ ʦəʔ44
ve6	vᴇ231
ven bin	vən bin
ven daon oq	vən dɑ̃ oʔ
ven di	vən di
ven die	vən diɪ
ven loq	vən loʔ
ven maon	vən mɑ̃
ven min shi	vən min ɕi
ven shi	vən ɕi
ven te23	vən tᴇ23
ven ten deu230	vən tən døʏ23
ven ten kheu	vən tən kʰøʏ
ven tsoq	vən ʦoʔ
ven zyu	vən zʮ
ven2	vən223
ven223	vən223
ven6	vən231
veq daon	vəʔ dɑ̃
veq seu	vəʔ søʏ
veq tsen	vəʔ ʦən
veq23	vəʔ23
veq8	vəʔ23
veu bin	vøʏ bin
veu2	vøʏ223
veu6	vøʏ231
vi die fen	vi diɪ fən
vi tsin23	vi ʦin23
vi tsyu sou230	vi ʦʮ səu23
vi2	vi223
vi6	vi231
von zen ci	voŋ zən ʨi
von2	voŋ223
von6	voŋ231
voq huen	voʔ xuən
voq li	voʔ li
voq tiq	voʔ tiəʔ
voq tsaon	voʔ ʦɑ̃
voq23 ben223	voʔ23 bən223
voq8	voʔ23
vu ci	vu ʨi
vu deu phiq phaq2340	vu døʏ pʰiəʔ pʰɑʔ234
vu gnion kau	vu ȵioŋ kæ
vu kon	vu koŋ
vu min tsiq deu	vu min ʦiəʔ døʏ
vu min tsyu[23]10	vu min ʦʮ23
vu san	vu sã
vu shi	vu ɕi
vu te	vu tᴇ
vu tsy	vu ʦɿ
vu yon	vu ɦioŋ
vu zu vu zeu[23]110	vu zu vu zøʏ23
vu2	vu223
vu231	vu231
vu6	vu231
wa jiq	ɦuɑ ʥiəʔ
wa wa tsa tsa4440	ɦuɑ ɦuɑ ʦɑ ʦɑ444
wa zyu	ɦuɑ zʮ
wa2	ɦuɑ223
wa6	ɦuɑ231
waeq ci shi	ɦuaʔ ʨi ɕi
waeq deu	ɦuaʔ døʏ
waeq iq feq er	ɦuaʔ iəʔ fəʔ əl
waeq iq34	ɦuaʔ iəʔ34
waeq thaq34	ɦuaʔ tʰɑʔ34
waeq theq34	ɦuaʔ tʰəʔ34
waeq zan2[51]	ɦuaʔ zã51
waeq8	ɦuaʔ23
wan dau23	ɦuã dæ23
wan deu	ɦuã døʏ
wan dou li230	ɦuã dəu li23
wan khueq zyu dou2340	ɦuã kʰuəʔ zʮ dəu234
wan lan wan lan[23]110	ɦuã lã ɦuã lã23
wan syu	ɦuã sʮ
wan syu dau230	ɦuã sʮ dæ23
wan te40	ɦuã tᴇ4
wan teq deu	ɦuã təʔ døʏ
wan teq deu230	ɦuã təʔ døʏ23
wan tshiq zyu poq	ɦuã ʦʰiəʔ zʮ poʔ
wan tshoq tshian230	ɦuã ʦʰoʔ ʦʰiã23
wan2	ɦuã223
wan6	ɦuã231
waon de	ɦuɑ̃ dᴇ
waon de si ko tsy	ɦuɑ̃ dᴇ si ko ʦɿ
waon deu nga	ɦuɑ̃ døʏ ŋɑ
waon deu23	ɦuɑ̃ døʏ23
waon fen	ɦuɑ̃ fən
waon fu ci	ɦuɑ̃ fu ʨi
waon gni	ɦuɑ̃ ȵi
waon gni faon jiau	ɦuɑ̃ ȵi fɑ̃ ʥiæ
waon gni sen	ɦuɑ̃ ȵi sən
waon gnieu cie ka2340	ɦuɑ̃ ȵiʏ ʨiɪ kɑ234
waon gnieu23	ɦuɑ̃ ȵiʏ23
waon huen deu	ɦuɑ̃ xuən døʏ
waon huen sin	ɦuɑ̃ xuən sin
waon huen23	ɦuɑ̃ xuən23
waon ka hau bu	ɦuɑ̃ kɑ xæ bu
waon ka ou	ɦuɑ̃ kɑ əu
waon ka pan	ɦuɑ̃ kɑ pã
waon ko	ɦuɑ̃ ko
waon lau boq	ɦuɑ̃ læ boʔ
waon lau boq230	ɦuɑ̃ læ boʔ23
waon lie deu230	ɦuɑ̃ liɪ døʏ23
waon liq	ɦuɑ̃ liəʔ
waon loq	ɦuɑ̃ loʔ
waon me shi	ɦuɑ̃ mᴇ ɕi
waon me thie	ɦuɑ̃ mᴇ tʰiɪ
waon me yu	ɦuɑ̃ mᴇ ɦy
waon mi	ɦuɑ̃ mi
waon ng dou bi	ɦuɑ̃ ŋ dəu bi
waon ng tsho230	ɦuɑ̃ ŋ ʦʰo23
waon non beq thi	ɦuɑ̃ noŋ bəʔ tʰi
